Campaign name,Ad group name,Ad name,Optimization goal,By Day,Account name,Cost,Impressions,Clicks (destination),Reach,Conversions,Currency,Tipo de Producto,PRODUCTO DETALLE,OBJETIVO,CANAL,MODALIDAD,SEDE,Nombre Campaña
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_publicidad-marketing_06-nov-2024_intereses-carreras-nuevas_video,Conversion,2025-01-22,PE_SMB_IMS_SISE,2.82,8473,22,8409,0,USD,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-la-formula-del-exito_05-mar-2025_intereses_spark-ads,Impression,2025-03-29,PE_SMB_IMS_SISE,2.81,10902,16,10792,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_carreras-varias,intereses_carreras-varias_cpl,vid_diseno-interiores_12-nov-2024_intereses_video,Conversion,2025-01-11,PE_SMB_IMS_SISE,2.81,5812,5,5539,0,USD,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_carreras-varias
SIS-Cursos_social-media_tiktok_aon_2025_1_conversiones_subasta_generics,abierto_generics_cpl,vid_ensamblaje-arma-tu-pc_intereses_video,Conversion,2025-01-19,PE_SMB_IMS_SISE_Cursos,2.8,8041,20,7522,3,USD,EXTENSIÓN,ENS Y REP DE EQUIPOS DE COMPUTO,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_generics
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_computacion-informatica-m2_12-nov-2024_intereses_video,Conversion,2025-01-17,PE_SMB_IMS_SISE,2.8,7088,16,6573,1,USD,CARRERA,SOFTWARE Y SISTEMAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_audiovisuales,rmkt_audivisuales_cpl,vid_comunicacion-audiovisual-junio_rmkt_video,Conversion,2025-02-01,PE_SMB_IMS_SISE,2.8,9706,21,9539,0,USD,CARRERA,COMUNICACION AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_audiovisuales
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-02-21,PE_SMB_IMS_SISE,2.79,5026,11,4780,0,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_enfermeria,rmkt_enfermeria_cpl,vid_enfermeria-m6_12-nov-2024_rmkt_video,Conversion,2025-01-10,PE_SMB_IMS_SISE,2.79,5995,14,4944,1,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_enfermeria
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-3,lal_prioridad-3_cpl,vid_periodismo_audiovisual_lal_video,Conversion,2025-01-28,PE_SMB_IMS_SISE,2.78,7560,7,7392,0,USD,CARRERA,PERIODISMO AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-3
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,intereses_prioridad-1_cpl,vid_farmacia_06-nov-2024_intereses_video,Conversion,2025-01-23,PE_SMB_IMS_SISE,2.78,6293,10,6072,0,USD,CARRERA,TECNICA EN FARMACIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_salud,intereses_salud_cpl,vid_enfermeria-m4_12-nov-2024_intereses_video,Conversion,2025-01-13,PE_SMB_IMS_SISE,2.78,6275,5,6239,0,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_salud
SIS-Pre_social-media_tiktok_aon_2025_2_conversiones_subasta_salud,lal_salud_cpl,vid_enfermeria-m5_12-nov-2024_lal_video,Conversion,2025-02-17,PE_SMB_IMS_SISE,2.78,6992,9,6862,1,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_salud
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-02-24,PE_SMB_IMS_SISE,2.78,5027,14,4887,0,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_2_conversiones_subasta_salud,lal_salud_cpl,vid_fisioterapia-11julio_lal_video,Conversion,2025-02-06,PE_SMB_IMS_SISE,2.78,8506,7,8422,0,USD,CARRERA,FISIOTERAPIA Y REHABILITACION,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_salud
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-22,PE_SMB_IMS_SISE,2.77,6937,13,6702,0,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Cursos_social-media_tiktok_aon_2025_1_conversiones_subasta_generics,abierto_generics_cpl,vid_excel-graficas-parte2_intereses_video,Conversion,2025-01-04,PE_SMB_IMS_SISE_Cursos,2.77,8120,20,8086,3,USD,EXTENSIÓN,ESPECIALISTA EN EXCEL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_generics
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_95-egresados-que-trabajan_06-ene-2025_intereses_spark-ads,Impression,2025-01-07,PE_SMB_IMS_SISE,2.77,24305,33,24286,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_audiovisuales,rmkt_audivisuales_cpl,vid_comunicacion-audiovisual-22.05_rmkt_video,Conversion,2025-01-29,PE_SMB_IMS_SISE,2.77,4420,9,4362,1,USD,CARRERA,COMUNICACION AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_audiovisuales
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_salud,lal_salud_cpl,vid_enfermeria-22-nov-2024_lal_video,Conversion,2025-01-09,PE_SMB_IMS_SISE,2.76,6633,12,6484,0,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_salud
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_admin-empresas,intereses_admi-empresas_cpl,vid_admi-empresas-m3_12-nov-2024_intereses_video,Conversion,2025-01-06,PE_SMB_IMS_SISE,2.76,7524,14,7360,0,USD,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_admin-empresas
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,intereses_prioridad-1_cpl,vid_marketing-digital-01ago-carreras-nuevas_intereses_video,Conversion,2025-01-26,PE_SMB_IMS_SISE,2.75,1548,5,1362,0,USD,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_ciberseguridad_06-nov-2024_intereses_video,Conversion,2025-02-04,PE_SMB_IMS_SISE,2.75,8114,4,7688,0,USD,CARRERA,CIBERSEGURIDAD,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_gastronomia,rmkt_gastronomia_cpl,vid_tiktok-gastronomia-14-oct-24_intereses_video,Conversion,2025-01-15,PE_SMB_IMS_SISE,2.75,6555,20,5861,2,USD,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_gastronomia
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-02-21,PE_SMB_IMS_SISE,2.75,4083,9,3906,1,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-27,PE_SMB_IMS_SISE,2.74,4613,9,4422,0,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_2_conversiones_subasta_refuerzo,lal_refuerzo_cpl,vid_contabilidad_07-feb-2025_lal_spark-ads,Conversion,2025-02-14,PE_SMB_IMS_SISE,2.74,6263,12,6033,0,USD,CARRERA,CONTABILIDAD,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo
SIS-Pre_social-media_tiktok_aon_2025_2_conversiones_subasta_salud,lal_salud_cpl,vid_enfermeria_07-ene-2025_lal_spark-ads,Conversion,2025-02-07,PE_SMB_IMS_SISE,2.73,7299,17,7143,1,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_salud
SIS-Idiomas_social-media_tiktok_aon_2025_1_conversiones_subasta_ingles,intereses_ingles_cpm,vid_ingles-trucos-pronunciacion_intereses_video,Conversion,2025-03-11,PE_SMB_IMS_SISE Idiomas2,2.73,3632,21,3230,0,USD,INGLÉS,INGLES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_ingles
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_carreras-varias,intereses_carreras-varias_cpl,vid_marketing-digital-01ago-carreras-nuevas_intereses_video,Conversion,2025-01-09,PE_SMB_IMS_SISE,2.73,2866,3,2716,0,USD,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_carreras-varias
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_tiktok-gastronomia-14-oct-24_intereses_video,Conversion,2025-01-22,PE_SMB_IMS_SISE,2.73,6765,11,6256,0,USD,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_2_conversiones_subasta_refuerzo,lal_refuerzo_cpl,vid_admi-empresas_07-feb-2025_lal_spark-ads,Conversion,2025-02-17,PE_SMB_IMS_SISE,2.73,8503,12,8392,2,USD,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_influencers,rmk_influencers_cpl,vid_influencers-flavia-1_31-dic-2025_rmk_spark-ads,Conversion,2025-01-13,PE_SMB_IMS_SISE,2.73,3862,6,3711,1,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_influencers
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_computacion-informatica,rmkt_computacion-informatica_cpl,vid_computacion-informatica-m2_12-nov-2024_rmkt_video,Conversion,2025-01-04,PE_SMB_IMS_SISE,2.72,7642,13,7455,2,USD,CARRERA,SOFTWARE Y SISTEMAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_computacion-informatica
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-18,PE_SMB_IMS_SISE,2.72,1724,7,1678,0,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_2_conversiones_subasta_salud,lal_salud_cpl,vid_enfermeria_07-ene-2025_lal_spark-ads,Conversion,2025-02-12,PE_SMB_IMS_SISE,2.72,5314,6,5244,0,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_salud
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-19,PE_SMB_IMS_SISE,2.72,1719,3,1638,1,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-08,PE_SMB_IMS_SISE,2.72,5193,20,5016,1,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_computacion-informatica,rmkt_computacion-informatica_cpl,vid_computacion-informatica-m2_12-nov-2024_rmkt_video,Conversion,2025-01-06,PE_SMB_IMS_SISE,2.72,6302,12,6045,1,USD,CARRERA,SOFTWARE Y SISTEMAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_computacion-informatica
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_audiovisuales,rmkt_audivisuales_cpl,vid_comunicacion-audiovisual-junio_rmkt_video,Conversion,2025-01-30,PE_SMB_IMS_SISE,2.72,9450,7,9307,0,USD,CARRERA,COMUNICACION AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_audiovisuales
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-3,intereses_prioridad-3_cpl,vid_periodismo_audiovisual_intereses_video,Conversion,2025-01-28,PE_SMB_IMS_SISE,2.71,6698,2,6324,0,USD,CARRERA,PERIODISMO AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-3
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,intereses_prioridad-1_cpl,vid_tecnica-farmacia-marzo_intereses_video,Conversion,2025-01-07,PE_SMB_IMS_SISE,2.71,5300,13,5042,0,USD,CARRERA,TECNICA EN FARMACIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_tu-oportunidad-de-crecer_06-ene-2025_intereses_spark-ads,Impression,2025-01-07,PE_SMB_IMS_SISE,2.71,25348,40,25185,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo-horas-clave,abierto_refuerzo_cpl,vid_computacion-informatica-m2_12-nov-2024_intereses_video,Conversion,2025-01-16,PE_SMB_IMS_SISE,2.71,5418,18,5168,2,USD,CARRERA,SOFTWARE Y SISTEMAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo-horas-clave
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-19,PE_SMB_IMS_SISE,2.71,1564,7,1467,2,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_gastronomia,rmkt_gastronomia_cpl,vid_tiktok-gastronomia-14-oct-24_intereses_video,Conversion,2025-01-21,PE_SMB_IMS_SISE,2.71,6087,10,5446,1,USD,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_gastronomia
SIS-Cursos_social-media_tiktok_aon_2025_1_conversiones_subasta_generics,abierto_generics_cpl,vid_diseno-web-pagina-web_intereses_video,Conversion,2025-01-18,PE_SMB_IMS_SISE_Cursos,2.71,5577,12,5102,2,USD,EXTENSIÓN,DISEÑO WEB,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_generics
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_computacion-informatica,rmkt_computacion-informatica_cpl,vid_computacion-informatica-m1_12-nov-2024_rmkt_video,Conversion,2025-01-07,PE_SMB_IMS_SISE,2.7,7109,11,6856,2,USD,CARRERA,SOFTWARE Y SISTEMAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_computacion-informatica
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-10,PE_SMB_IMS_SISE,2.7,6550,15,6450,1,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,intereses_prioridad-1_cpl,vid_publicidad-marketing_06-nov-2024_intereses_video,Conversion,2025-01-29,PE_SMB_IMS_SISE,2.7,7333,10,6914,0,USD,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_top-1-bolsa-laboral_06-ene-2025_intereses_spark-ads,Impression,2025-01-07,PE_SMB_IMS_SISE,2.7,24321,43,24285,0,USD,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,alcance_subasta_branding
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_diseno-interiores_12-nov-2024_intereses_video,Conversion,2025-01-23,PE_SMB_IMS_SISE,2.7,11237,12,10176,0,USD,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_modas-14agosto_intereses_video,Conversion,2025-01-10,PE_SMB_IMS_SISE,2.69,6601,9,6286,0,USD,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-3,intereses_prioridad-3_cpl,vid_secretariado_13-nov-2024_intereses_video,Conversion,2025-01-18,PE_SMB_IMS_SISE,2.69,1866,7,1767,1,USD,CARRERA,SECRETARIADO EJECUTIVO,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-3
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,intereses_prioridad-1_cpl,vid_contabilidad--21agosto_intereses_video,Conversion,2025-01-28,PE_SMB_IMS_SISE,2.69,5573,8,5362,1,USD,CARRERA,CONTABILIDAD,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-02-24,PE_SMB_IMS_SISE,2.69,6713,13,6595,0,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_refuerzo,lal_refuerzo_cpl,vid_enfermeria-m5_12-nov-2024_intereses_video,Conversion,2025-01-09,PE_SMB_IMS_SISE,2.69,4364,8,3927,1,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_gestion,intereses_gestion_cpl,vid_marketing-v1-25julio_intereses_video,Conversion,2025-01-02,PE_SMB_IMS_SISE,2.68,893,3,769,0,USD,CARRERA,MARKETING,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_gestion
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_carreras-varias,intereses_carreras-nuevas_cpl,vid_ciberseguridad_06-nov-2024_intereses-carreras-nuevas_video,Conversion,2025-01-01,PE_SMB_IMS_SISE,2.68,5895,8,5548,0,USD,CARRERA,CIBERSEGURIDAD,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_carreras-varias
SIS-Pre_social-media_tiktok_aon_2025_2_conversiones_subasta_salud,intereses_salud_cpl,vid_enfermeria-m5_12-nov-2024_intereses_video,Conversion,2025-02-06,PE_SMB_IMS_SISE,2.68,5812,6,5567,0,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_salud
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-20,PE_SMB_IMS_SISE,2.68,2196,5,2078,1,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Cursos_social-media_tiktok_aon_2025_1_conversiones_subasta_generics,abierto_generics_cpl,vid_ensamblaje-arma-tu-pc_intereses_video,Conversion,2025-01-05,PE_SMB_IMS_SISE_Cursos,2.67,8902,15,8407,3,USD,EXTENSIÓN,ENS Y REP DE EQUIPOS DE COMPUTO,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_generics
SIS-Idiomas_social-media_tiktok_aon_2025_1_conversiones_subasta_ingles,intereses_ingles_cpm,vid_ingles-trucos-pronunciacion_intereses_video,Conversion,2025-03-03,PE_SMB_IMS_SISE Idiomas2,2.67,4276,17,3729,2,USD,INGLÉS,INGLES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_ingles
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-12,PE_SMB_IMS_SISE,2.67,3068,8,2922,1,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Cursos_social-media_tiktok_aon_2025_1_conversiones_subasta_generics,abierto_generics_cpl,vid_ensamblaje-arma-tu-pc_intereses_video,Conversion,2025-01-18,PE_SMB_IMS_SISE_Cursos,2.66,5671,10,5238,0,USD,EXTENSIÓN,ENS Y REP DE EQUIPOS DE COMPUTO,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_generics
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_audiovisuales,rmkt_audivisuales_cpl,vid_periodismo_audiovisual_rmkt_video,Conversion,2025-02-10,PE_SMB_IMS_SISE,2.66,9084,16,8854,5,USD,CARRERA,PERIODISMO AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_audiovisuales
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-27,PE_SMB_IMS_SISE,2.66,3930,11,3730,1,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-01,PE_SMB_IMS_SISE,2.65,6994,26,6377,1,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,intereses_prioridad-1_cpl,vid_adm-hotelera_16-dic-2024_intereses_video,Conversion,2025-02-01,PE_SMB_IMS_SISE,2.65,8320,13,8243,0,USD,CARRERA,ADM. DE HOTELES Y RESTAURANTES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_ciberseguridad_06-nov-2024_intereses_video,Conversion,2025-02-06,PE_SMB_IMS_SISE,2.65,7726,9,7385,1,USD,CARRERA,CIBERSEGURIDAD,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_computacion-informatica,intereses_computacion-informatica_cpl,vid_computacion-informatica-m4_12-nov-2024_intereses_video,Conversion,2025-01-05,PE_SMB_IMS_SISE,2.63,1726,5,1617,1,USD,CARRERA,SOFTWARE Y SISTEMAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_computacion-informatica
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-2,intereses_prioridad-2_cpl,vid_diseno-interiores-22-oct-2024_intereses_video,Conversion,2025-01-27,PE_SMB_IMS_SISE,2.63,10346,15,10187,0,USD,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-2
SIS-Pre_social-media_tiktok_aon_2025_2_conversiones_subasta_refuerzo,intereses_refuerzo_cpl,vid_contabilidad_07-feb-2025_intereses_spark-ads,Conversion,2025-02-13,PE_SMB_IMS_SISE,2.63,6274,13,5894,1,USD,CARRERA,CONTABILIDAD,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_refuerzo
SIS-Pre_social-media_tiktok_aon_2025_2_conversiones_subasta_salud,lal_salud_cpl,vid_enfermeria-m4_12-nov-2024_lal_video,Conversion,2025-02-01,PE_SMB_IMS_SISE,2.63,10000,23,9958,0,USD,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_salud
SIS-Cursos_social-media_tiktok_aon_2025_1_conversiones_subasta_generics,abierto_generics_cpl,vid_ensamblaje-arma-tu-pc_intereses_video,Conversion,2025-01-20,PE_SMB_IMS_SISE_Cursos,2.63,8779,27,8216,0,USD,EXTENSIÓN,ENS Y REP DE EQUIPOS DE COMPUTO,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_generics
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_prioridad-1,smart_todas-las-carreras_cpl,_001,Conversion,2025-03-24,PE_SMB_IMS_SISE,2.63,4322,11,4020,0,USD,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_prioridad-1
