Día,Nombre de la cuenta,Nombre de la campaña,Nombre del conjunto de anuncios,Nombre del anuncio,Divisa,Importe gastado (USD),Costo por registro completado,Registros completados en el sitio web,Alcance,Impresiones,Frecuencia,Clics (todos),CPC (todos),CTR (todos),Clics en el enlace,CPC (costo por clic en el enlace),CTR (porcentaje de clics en el enlace),Visitas a la página de destino,Costo por visita a la página de destino,Conversaciones con mensajes iniciadas,CP - Comunicación audiovisual,CP - Computación e informática,CP - Marketing,CP - Publicidad y marketing,CP - Administración de hoteles,CP - Diseño de modas,CP - Negocios Internacionales,CP - Secretariado ejecutivo,CP - Desarrollo de software,CP - Landing general,CP - Periodismo audiovisual,CP - Contabilidad,CP - Administración bancaria y financiera,CP - Fisioterapia y rehabilitación,CP - Gastronomía,CP - Ciberseguridad,CP - Administración de empresas,CP - Enfermería,CP - Redes y seguridad informática,CP - Diseño de interiores,CP - Administración logística,CP - Diseño gráfico,CP - Software,CP - Tëcnica en farmacia,CP - Cpex,Clientes potenciales de Meta,CP - Cursos,CP - Cluster gestión,Inicio del informe,Fin del informe,Tipo de Producto,PRODUCTO DETALLE,OBJETIVO,CANAL,MODALIDAD,SEDE,Nombre Campaña,Resultados,Tipo Resultado,Resultados Personalizados
2025-04-13,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-inicio-mayo_carreras___abr_10,USD,6.37,,,676.0,830.0,1.22781065,7.0,0.91,0.84337349,3.0,2.12333333,0.36144578,4.0,1.5925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m1_carreras___abr_1,USD,15.2,7.6,2.0,2149.0,2582.0,1.20148906,26.0,0.58461538,1.00697134,13.0,1.16923077,0.50348567,7.0,2.17142857,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,1.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-inicio-mayo_carreras___abr_10,USD,48.22,12.055,4.0,14488.0,18367.0,1.26773882,165.0,0.29224242,0.8983503,80.0,0.60275,0.43556378,45.0,1.07155556,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,4.0,Registros completados en el sitio web,4.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_diseno-interiores_carreras___abr_2,USD,30.83,6.166,5.0,8306.0,9939.0,1.19660486,115.0,0.26808696,1.15705805,55.0,0.56054545,0.55337559,34.0,0.90676471,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,5.0,Registros completados en el sitio web,5.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_publicidad-marketing-digital_carreras___abr_2,USD,24.48,12.24,2.0,4097.0,4779.0,1.16646327,71.0,0.34478873,1.48566646,32.0,0.765,0.66959615,20.0,1.224,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,1.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-inicio-mayo_carreras___abr_10,USD,0.4,,,64.0,71.0,1.109375,4.0,0.1,5.63380282,1.0,0.4,1.4084507,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,COMUNICACION AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-incio-mayo_carreras___abr_10,USD,0.62,,,52.0,66.0,1.26923077,3.0,0.20666667,4.54545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-inicio-mayo_carreras___abr_10,USD,2.13,,,369.0,480.0,1.30081301,5.0,0.426,1.04166667,3.0,0.71,0.625,1.0,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_ia-en-diseno_carreras___abr_4,USD,18.98,0.949,20.0,11667.0,12840.0,1.10053998,407.0,0.04663391,3.16978193,133.0,0.14270677,1.03582555,100.0,0.1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_idea-de-negocio_carreras___abr_4,USD,0.4,,,76.0,95.0,1.25,5.0,0.08,5.26315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_seguridad-y-prevencio-suero_carreras___abr_4,USD,4.72,1.18,4.0,2627.0,2925.0,1.11343738,85.0,0.05552941,2.90598291,36.0,0.13111111,1.23076923,25.0,0.1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_diseno-grafico_16-mar-2025_intereses_ppl,USD,44.17,,,186720.0,195922.0,1.04928235,323.0,0.13674923,0.16486153,225.0,0.19631111,0.11484162,57.0,0.77491228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO GRÁFICO,AWARENESS,LANDING,PRESENCIAL,GENERAL,,186720.0,Alcance,186720.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_inicia-hoy-tu-futuro_17-mar-2025_intereses_ppl,USD,10.12,,,40696.0,44730.0,1.09912522,72.0,0.14055556,0.16096579,51.0,0.19843137,0.11401744,14.0,0.72285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,40696.0,Alcance,40696.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_oportunidades-laborales_26-dic-2024_intereses_ppl,USD,13.7,,,56968.0,60962.0,1.07010954,127.0,0.10787402,0.2083265,49.0,0.27959184,0.08037794,4.0,3.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,56968.0,Alcance,56968.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_potenciamos-perfil_26-dic-2024_intereses_ppl,USD,8.86,,,37727.0,39360.0,1.04328465,76.0,0.11657895,0.19308943,46.0,0.1926087,0.11686992,9.0,0.98444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,37727.0,Alcance,37727.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_ser-parte-sise_26-dic-2024_intereses_ppl,USD,16.59,,,69222.0,74039.0,1.0695877,164.0,0.10115854,0.22150488,65.0,0.25523077,0.08779157,11.0,1.50818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,69222.0,Alcance,69222.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,pplv_testimonio-diseño-grafico_carreras___abr_4,USD,1.21,,,5329.0,5329.0,1.0,7.0,0.17285714,0.13135673,2.0,0.605,0.03753049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO GRÁFICO,AWARENESS,LANDING,PRESENCIAL,GENERAL,,5329.0,Alcance,5329.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_admin-testimonio_14-ene-2025_intereses_pplv,USD,1.73,,,7784.0,7784.0,1.0,8.0,0.21625,0.10277492,4.0,0.4325,0.05138746,1.0,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,AWARENESS,LANDING,PRESENCIAL,GENERAL,,7784.0,Alcance,7784.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-admi-empresas_20-feb-2025_intereses_pplv,USD,1.68,,,7265.0,7402.0,1.01885754,10.0,0.168,0.13509862,2.0,0.84,0.02701972,1.0,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,AWARENESS,LANDING,PRESENCIAL,GENERAL,,7265.0,Alcance,7265.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-computacion-e-informatica_20-feb-2025_intereses_pplv,USD,0.55,,,2392.0,2406.0,1.00585284,2.0,0.275,0.08312552,1.0,0.55,0.04156276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,SOFTWARE Y SISTEMAS,AWARENESS,LANDING,PRESENCIAL,GENERAL,,2392.0,Alcance,2392.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-gastronomia_20-feb-2025_intereses_pplv,USD,8.23,,,34927.0,36142.0,1.03478684,74.0,0.11121622,0.20474794,9.0,0.91444444,0.02490178,2.0,4.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,AWARENESS,LANDING,PRESENCIAL,GENERAL,,34927.0,Alcance,34927.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-la-formula-del-exito_20-feb-2025_intereses_pplv,USD,0.65,,,2656.0,2809.0,1.05760542,3.0,0.21666667,0.10679957,1.0,0.65,0.03559986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,2656.0,Alcance,2656.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_sise-virtual-nacho_carreras___abr_9,USD,0.74,,,3402.0,3420.0,1.00529101,9.0,0.08222222,0.26315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,VIRTUAL,GENERAL,,3402.0,Alcance,3402.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_ucsur-2_05-mar-2025_intereses_pplv,USD,3.09,,,13068.0,13656.0,1.04499541,23.0,0.13434783,0.16842414,,,,1.0,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,13068.0,Alcance,13068.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_ucsur_05-mar-2025_intereses_pplv,USD,6.5,,,27856.0,28652.0,1.02857553,61.0,0.10655738,0.21289962,,,,1.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,27856.0,Alcance,27856.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-inicio-mayo_carreras___abr_10,USD,7.81,7.81,1.0,2689.0,2962.0,1.10152473,19.0,0.41105263,0.64145847,3.0,2.60333333,0.10128292,2.0,3.905,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-inicio-mayo_carreras___abr_10,USD,69.7,7.74444444,9.0,28115.0,34965.0,1.24364218,206.0,0.33834951,0.58916059,106.0,0.65754717,0.3031603,61.0,1.14262295,,,,,,,,,,,4.0,,,,,,,,,,,5.0,,,,,,3.0,5.0,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,9.0,Registros completados en el sitio web,5.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-inicio-mayo_carreras___abr_10,USD,2.02,,,1728.0,1821.0,1.05381944,8.0,0.2525,0.43931906,1.0,2.02,0.05491488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-inicio-mayo_carreras___abr_10,USD,25.94,25.94,1.0,4969.0,5895.0,1.1863554,35.0,0.74114286,0.59372349,14.0,1.85285714,0.2374894,11.0,2.35818182,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,MARKETING,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-inicio-mayo_carreras___abr_10,USD,0.15,,,32.0,34.0,1.0625,1.0,0.15,2.94117647,,,,1.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-m2_carreras___abr_1,USD,16.97,8.485,2.0,4374.0,4898.0,1.11979881,36.0,0.47138889,0.73499388,16.0,1.060625,0.32666394,7.0,2.42428571,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-inicio-mayo_carreras___abr_10,USD,4.56,4.56,1.0,909.0,1124.0,1.23652365,20.0,0.228,1.77935943,10.0,0.456,0.88967972,4.0,1.14,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-m2_carreras___abr_1,USD,16.72,3.344,5.0,6203.0,7281.0,1.17378688,74.0,0.22594595,1.01634391,23.0,0.72695652,0.31589067,14.0,1.19428571,,,,,,,,,,,1.0,,,,,,,1.0,,,,3.0,,,,,,1.0,4.0,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,5.0,Registros completados en el sitio web,3.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-inicio-mayo_carreras___abr_10,USD,,,,6.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-intern-m1_carreras___abr_1,USD,0.21,,,74.0,76.0,1.02702703,1.0,0.21,1.31578947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-intern-m2_carreras___abr_1,USD,1.19,,,148.0,170.0,1.14864865,4.0,0.2975,2.35294118,1.0,1.19,0.58823529,1.0,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-inicio-mayo_carreras___abr_10,USD,3.49,,,284.0,336.0,1.18309859,4.0,0.8725,1.19047619,2.0,1.745,0.5952381,1.0,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,MARKETING,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-inicio-mayo_carreras___abr_10,USD,75.06,10.72285714,7.0,44879.0,54653.0,1.2177856,347.0,0.21631124,0.63491483,167.0,0.44946108,0.3055642,71.0,1.0571831,2.0,,,,,,,,,,3.0,,,,,4.0,,1.0,,,,,,,,,,2.0,1.0,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,7.0,Registros completados en el sitio web,4.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m1_carreras___abr_1,USD,22.39,,,9469.0,10892.0,1.15027986,79.0,0.28341772,0.72530297,40.0,0.55975,0.36724201,22.0,1.01772727,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m2_carreras___abr_1,USD,57.05,9.50833333,6.0,36838.0,39308.0,1.06705033,216.0,0.26412037,0.54950646,100.0,0.5705,0.25440114,39.0,1.46282051,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1.0,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,6.0,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m3_carreras___abr_1,USD,0.04,,,26.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-cientifica_carreras___abr_10,USD,2.2,,,572.0,594.0,1.03846154,4.0,0.55,0.67340067,2.0,1.1,0.33670034,3.0,0.73333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-inicio-mayo_carreras___abr_10,USD,6.46,3.23,2.0,1448.0,1646.0,1.13674033,26.0,0.24846154,1.57958688,10.0,0.646,0.60753341,8.0,0.8075,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,2025-04-01,2025-04-15,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,1.0
2025-04-13,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-m3_carreras___abr_1,USD,12.36,,,3444.0,3657.0,1.06184669,44.0,0.28090909,1.203172,21.0,0.58857143,0.57424118,9.0,1.37333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-simulacion_carreras___abr_10,USD,5.34,,,2068.0,2198.0,1.06286267,19.0,0.28105263,0.8644222,8.0,0.6675,0.36396724,3.0,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-13,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_farmacia-inicio-mayo_carreras___abr_10,USD,14.55,4.85,3.0,6634.0,7783.0,1.17319867,58.0,0.25086207,0.74521393,33.0,0.44090909,0.42400103,16.0,0.909375,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,2025-04-01,2025-04-15,CARRERA,TECNICA EN FARMACIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,3.0,Registros completados en el sitio web,2.0
