Día,Nombre de la cuenta,Nombre de la campaña,Nombre del conjunto de anuncios,Nombre del anuncio,Divisa,Importe gastado (USD),Costo por registro completado,Registros completados en el sitio web,Alcance,Impresiones,Frecuencia,Clics (todos),CPC (todos),CTR (todos),Clics en el enlace,CPC (costo por clic en el enlace),CTR (porcentaje de clics en el enlace),Visitas a la página de destino,Costo por visita a la página de destino,Conversaciones con mensajes iniciadas,CP - Comunicación audiovisual,CP - Computación e informática,CP - Marketing,CP - Publicidad y marketing,CP - Administración de hoteles,CP - Diseño de modas,CP - Negocios Internacionales,CP - Secretariado ejecutivo,CP - Desarrollo de software,CP - Landing general,CP - Periodismo audiovisual,CP - Contabilidad,CP - Administración bancaria y financiera,CP - Fisioterapia y rehabilitación,CP - Gastronomía,CP - Ciberseguridad,CP - Administración de empresas,CP - Enfermería,CP - Redes y seguridad informática,CP - Diseño de interiores,CP - Administración logística,CP - Diseño gráfico,CP - Software,CP - Tëcnica en farmacia,CP - Cpex,Clientes potenciales de Meta,CP - Cursos,CP - Cluster gestión,Inicio del informe,Fin del informe,Tipo de Producto,PRODUCTO DETALLE,OBJETIVO,CANAL,MODALIDAD,SEDE,Nombre Campaña,Resultados,Tipo Resultado,Resultados Personalizados
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_diseno-grafico_16-mar-2025_intereses_ppl,USD,47.11,,,198207.0,202300.0,1.02065013,349.0,0.13498567,0.17251607,201.0,0.23437811,0.09935739,53.0,0.88886792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO GRÁFICO,AWARENESS,LANDING,PRESENCIAL,GENERAL,,198207.0,Alcance,198207.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_inicia-hoy-tu-futuro_17-mar-2025_intereses_ppl,USD,6.51,,,27949.0,27949.0,1.0,61.0,0.10672131,0.21825468,38.0,0.17131579,0.13596193,5.0,1.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,27949.0,Alcance,27949.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_oportunidades-laborales_26-dic-2024_intereses_ppl,USD,10.37,,,43614.0,43929.0,1.00722245,93.0,0.11150538,0.21170525,43.0,0.24116279,0.09788522,11.0,0.94272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,43614.0,Alcance,43614.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_potenciamos-perfil_26-dic-2024_intereses_ppl,USD,7.59,,,30816.0,32726.0,1.06198079,68.0,0.11161765,0.20778586,38.0,0.19973684,0.11611563,7.0,1.08428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,30816.0,Alcance,30816.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_ser-parte-sise_26-dic-2024_intereses_ppl,USD,18.39,,,76340.0,78168.0,1.02394551,122.0,0.1507377,0.1560741,53.0,0.34698113,0.06780268,12.0,1.5325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,76340.0,Alcance,76340.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,pplv_testimonio-diseño-grafico_carreras___abr_4,USD,1.31,,,5485.0,5485.0,1.0,8.0,0.16375,0.14585232,3.0,0.43666667,0.05469462,2.0,0.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO GRÁFICO,AWARENESS,LANDING,PRESENCIAL,GENERAL,,5485.0,Alcance,5485.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_admin-testimonio_14-ene-2025_intereses_pplv,USD,1.86,,,7932.0,8035.0,1.01298538,15.0,0.124,0.18668326,3.0,0.62,0.03733665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,AWARENESS,LANDING,PRESENCIAL,GENERAL,,7932.0,Alcance,7932.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-admi-empresas_20-feb-2025_intereses_pplv,USD,0.87,,,3708.0,3778.0,1.0188781,6.0,0.145,0.15881419,1.0,0.87,0.02646903,1.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,AWARENESS,LANDING,PRESENCIAL,GENERAL,,3708.0,Alcance,3708.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-computacion-e-informatica_20-feb-2025_intereses_pplv,USD,1.68,,,6834.0,7129.0,1.04316652,8.0,0.21,0.1122177,3.0,0.56,0.04208164,2.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,SOFTWARE Y SISTEMAS,AWARENESS,LANDING,PRESENCIAL,GENERAL,,6834.0,Alcance,6834.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-gastronomia_20-feb-2025_intereses_pplv,USD,6.7,,,27673.0,28343.0,1.02421133,69.0,0.09710145,0.24344635,4.0,1.675,0.01411283,2.0,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,AWARENESS,LANDING,PRESENCIAL,GENERAL,,27673.0,Alcance,27673.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_nacho-la-formula-del-exito_20-feb-2025_intereses_pplv,USD,1.28,,,5262.0,5298.0,1.00684151,7.0,0.18285714,0.13212533,2.0,0.64,0.03775009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,5262.0,Alcance,5262.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_sise-virtual-nacho_carreras___abr_9,USD,0.51,,,2273.0,2342.0,1.03035636,1.0,0.51,0.04269855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,VIRTUAL,GENERAL,,2273.0,Alcance,2273.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_ucsur-2_05-mar-2025_intereses_pplv,USD,2.41,,,9990.0,10214.0,1.02242242,15.0,0.16066667,0.14685725,1.0,2.41,0.00979048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,9990.0,Alcance,9990.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,vid_ucsur_05-mar-2025_intereses_pplv,USD,4.69,,,19377.0,19723.0,1.01785622,47.0,0.09978723,0.23830046,1.0,4.69,0.00507022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,19377.0,Alcance,19377.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_admi-hoteles-inicio-mayo_carreras___abr_10,USD,8.53,,,14508.0,25303.0,1.74407224,290.0,0.02941379,1.14610916,236.0,0.03614407,0.93269573,165.0,0.05169697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADM. DE HOTELES Y RESTAURANTES,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,165.0,Visitas a la página de destino,165.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_admi-logistica-m2_carreras___abr_1,USD,5.95,,,7847.0,12706.0,1.61921754,165.0,0.03606061,1.29859909,142.0,0.04190141,1.11758224,99.0,0.06010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION LOGISTICA,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,99.0,Visitas a la página de destino,99.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_ciberseguridad_carreras___abr_14,USD,9.0,,,7558.0,8707.0,1.15202435,417.0,0.02158273,4.78925003,390.0,0.02307692,4.4791547,200.0,0.045,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,CIBERSEGURIDAD,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,200.0,Visitas a la página de destino,200.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_comunicacion-audiovisual_carreras___abr_14,USD,,,,50.0,59.0,1.18,3.0,,5.08474576,2.0,,3.38983051,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,COMUNICACION AUDIOVISUAL,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,2.0,Visitas a la página de destino,2.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_contabilidad_carreras___abr_14,USD,,,,92.0,96.0,1.04347826,2.0,,2.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,CONTABILIDAD,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,,Visitas a la página de destino,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_enfermeria_carreras___abr_14,USD,4.25,,,6137.0,6796.0,1.10738146,297.0,0.01430976,4.37021778,153.0,0.02777778,2.25132431,107.0,0.03971963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ENFERMERIA TECNICA,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,107.0,Visitas a la página de destino,107.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_farmacia-m1_carreras___abr_1,USD,2.52,,,4150.0,6664.0,1.60578313,77.0,0.03272727,1.15546218,56.0,0.045,0.84033613,34.0,0.07411765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,TECNICA EN FARMACIA,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,34.0,Visitas a la página de destino,34.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_farmacia_carreras___abr_14,USD,0.03,,,175.0,188.0,1.07428571,6.0,0.005,3.19148936,4.0,0.0075,2.12765957,1.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,TECNICA EN FARMACIA,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,1.0,Visitas a la página de destino,1.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_fisioterapia-m3_carreras___abr_1,USD,2.85,,,5623.0,7432.0,1.32171439,112.0,0.02544643,1.50699677,79.0,0.03607595,1.06297094,62.0,0.04596774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,FISIOTERAPIA Y REHABILITACION,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,62.0,Visitas a la página de destino,62.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_gastronomia-inicio-mayo_carreras___abr_10,USD,2.12,,,4382.0,6584.0,1.50251027,82.0,0.02585366,1.2454435,55.0,0.03854545,0.83535844,34.0,0.06235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,34.0,Visitas a la página de destino,34.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_gastronomia_carreras___abr_14,USD,0.06,,,342.0,356.0,1.04093567,9.0,0.00666667,2.52808989,4.0,0.015,1.12359551,2.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,2.0,Visitas a la página de destino,2.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_marketing_carreras___abr_14,USD,0.02,,,55.0,62.0,1.12727273,3.0,0.00666667,4.83870968,3.0,0.00666667,4.83870968,2.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,MARKETING,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,2.0,Visitas a la página de destino,2.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,pplv_computacion_carreras___abr_14,USD,26.36,,,24129.0,25378.0,1.05176344,1014.0,0.02599606,3.99558673,845.0,0.03119527,3.32965561,490.0,0.05379592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,SOFTWARE Y SISTEMAS,CONSIDERACION,LANDING,PRESENCIAL,GENERAL,,490.0,Visitas a la página de destino,490.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-inicio-mayo_carreras___abr_10,USD,25.46,5.092,5.0,13973.0,15025.0,1.07528806,66.0,0.38575758,0.43926789,32.0,0.795625,0.21297837,10.0,2.546,,,,,,,,,,,1.0,,,1.0,,,,3.0,,,,,,,,,,,3.0,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,5.0,Registros completados en el sitio web,3.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-inicio-mayo_carreras___abr_10,USD,40.94,13.64666667,3.0,15547.0,18400.0,1.18350807,100.0,0.4094,0.54347826,46.0,0.89,0.25,25.0,1.6376,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,3.0,Registros completados en el sitio web,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-inicio-mayo_carreras___abr_10,USD,5.26,5.26,1.0,5163.0,5517.0,1.06856479,23.0,0.22869565,0.41689324,10.0,0.526,0.18125793,1.0,5.26,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-inicio-mayo_carreras___abr_10,USD,10.43,5.215,2.0,4291.0,4571.0,1.06525285,28.0,0.3725,0.61255743,14.0,0.745,0.30627871,9.0,1.15888889,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,2025-04-01,2025-04-15,CARRERA,MARKETING,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,1.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-inicio-mayo_carreras___abr_10,USD,0.86,,,215.0,228.0,1.06046512,3.0,0.28666667,1.31578947,1.0,0.86,0.43859649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-m2_carreras___abr_1,USD,24.77,24.77,1.0,8536.0,9471.0,1.10953608,52.0,0.47634615,0.54904445,20.0,1.2385,0.21117094,11.0,2.25181818,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION DE EMPRESAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-inicio-mayo_carreras___abr_10,USD,3.3,,,481.0,536.0,1.11434511,6.0,0.55,1.11940299,1.0,3.3,0.18656716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-m2_carreras___abr_1,USD,13.74,13.74,1.0,4235.0,5030.0,1.18772137,49.0,0.28040816,0.97415507,15.0,0.916,0.29821074,10.0,1.374,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION LOGISTICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-inicio-mayo_carreras___abr_10,USD,0.09,0.09,1.0,78.0,80.0,1.02564103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-intern-m1_carreras___abr_1,USD,0.64,,,110.0,126.0,1.14545455,2.0,0.32,1.58730159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-intern-m2_carreras___abr_1,USD,0.66,,,147.0,154.0,1.04761905,1.0,0.66,0.64935065,1.0,0.66,0.64935065,1.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-inicio-mayo_carreras___abr_10,USD,1.6,,,295.0,334.0,1.13220339,3.0,0.53333333,0.89820359,2.0,0.8,0.5988024,2.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,MARKETING,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-inicio-mayo_carreras-2___abr_10,USD,12.09,6.045,2.0,5595.0,6400.0,1.14387846,41.0,0.29487805,0.640625,28.0,0.43178571,0.4375,17.0,0.71117647,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,2.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-inicio-mayo_carreras___abr_10,USD,67.28,3.73777778,18.0,41761.0,49709.0,1.19032111,282.0,0.23858156,0.5673017,136.0,0.49470588,0.27359231,68.0,0.98941176,2.0,,,,,,,,,,8.0,,,,,9.0,,,,,,,1.0,,,,,1.0,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,18.0,Registros completados en el sitio web,9.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m1_carreras___abr_1,USD,20.74,3.45666667,6.0,13071.0,14868.0,1.13747992,65.0,0.31907692,0.43718052,36.0,0.57611111,0.24213075,17.0,1.22,,,,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,1.0,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,6.0,Registros completados en el sitio web,3.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m2_carreras___abr_1,USD,32.83,4.69,7.0,17217.0,19289.0,1.12034617,116.0,0.28301724,0.60137902,57.0,0.57596491,0.29550521,35.0,0.938,1.0,1.0,1.0,,,,,,,,1.0,,,,,4.0,,,,,,,,1.0,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,7.0,Registros completados en el sitio web,4.0
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m1_carreras___abr_1,USD,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m3_carreras___abr_1,USD,0.06,,,14.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GASTRONOMIA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-cientifica_carreras___abr_10,USD,1.57,,,1033.0,1033.0,1.0,4.0,0.3925,0.38722168,3.0,0.52333333,0.29041626,2.0,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-inicio-mayo_carreras___abr_10,USD,9.5,,,2389.0,2622.0,1.09753035,33.0,0.28787879,1.25858124,11.0,0.86363636,0.41952708,4.0,2.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ENFERMERIA TECNICA,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
