Día,"Nombre de la cuenta","Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Divisa,"Importe gastado (USD)","Costo por registro completado","Registros completados en el sitio web",Alcance,Impresiones,Frecuencia,"Clics (todos)","CPC (todos)","CTR (todos)","Clics en el enlace","CPC (costo por clic en el enlace)","CTR (porcentaje de clics en el enlace)","Visitas a la página de destino","Costo por visita a la página de destino","Conversaciones con mensajes iniciadas","CP - Comunicación audiovisual","CP - Computación e informática","CP - Marketing","CP - Publicidad y marketing","CP - Administración de hoteles","CP - Diseño de modas","CP - Negocios Internacionales","CP - Secretariado ejecutivo","CP - Desarrollo de software","CP - Landing general","CP - Periodismo audiovisual","CP - Contabilidad","CP - Administración bancaria y financiera","CP - Fisioterapia y rehabilitación","CP - Gastronomía","CP - Ciberseguridad","CP - Administración de empresas","CP - Enfermería","CP - Redes y seguridad informática","CP - Diseño de interiores","CP - Administración logística","CP - Diseño gráfico","CP - Software","CP - Tëcnica en farmacia","CP - Cpex","Clientes potenciales de Meta","CP - Cursos","CP - Cluster gestión","Inicio del informe","Fin del informe"
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,abierto_whatsapp_cpc,ppl_beca-despega-sise-m1_carreras___abr_2,USD,0.16,,,17,19,1.11764706,1,0.16,5.26315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,abierto_whatsapp_cpc,ppl_beca-despega-sise-m2_carreras___abr_2,USD,0.1,,,36,61,1.69444444,1,0.1,1.63934426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,abierto_whatsapp_cpc,ppl_diseno-grafico_carreras___abr_4,USD,2.75,,,621,756,1.2173913,11,0.25,1.45502646,5,0.55,0.66137566,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,abierto_whatsapp_cpc,ppl_enfermeria_carreras___abr_4,USD,62.84,,,29328,38514,1.31321604,495,0.12694949,1.28524692,181,0.34718232,0.46995898,2,31.42,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,abierto_whatsapp_cpc,ppl_marketing_carreras___abr_4,USD,0.03,,,26,28,1.07692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_adm-empresas_16-dic-2024_lal_ppl,USD,0.13,,,46,63,1.36956522,1,0.13,1.58730159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_admin-empresas_12-dic-2024_lal_ppl,USD,0.01,,,7,8,1.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_ciberseguridad_16-dic-2024_lal_ppl,USD,0.02,,,9,9,1,1,0.02,11.11111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_computacion_12-dic-2024_lal_ppl,USD,0.18,,,17,19,1.11764706,1,0.18,5.26315789,1,0.18,5.26315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_computacion_16-dic-2024_lal_ppl,USD,0.69,,,122,166,1.36065574,12,0.0575,7.22891566,6,0.115,3.61445783,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_contabilidad_16-dic-2024_lal_ppl,USD,0.31,,,53,67,1.26415094,5,0.062,7.46268657,1,0.31,1.49253731,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_diseno-grafico_12-dic-2024_lal_ppl,USD,0.03,,,5,10,2,1,0.03,10,1,0.03,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_diseno-grafico_16-dic-2024_lal_ppl,USD,0.07,,,37,38,1.02702703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_enfermeria-tecnica_16-dic-2024_lal_ppl,USD,0.5,,,143,160,1.11888112,7,0.07142857,4.375,2,0.25,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_enfermeria_12-dic-2024_lal_ppl,USD,0.15,,,41,62,1.51219512,1,0.15,1.61290323,1,0.15,1.61290323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_gastronomia_16-dic-2024_lal_ppl,USD,1.4,,,406,486,1.19704433,16,0.0875,3.29218107,7,0.2,1.44032922,1,1.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_general_12-dic-2024_lal_ppl,USD,1.7,,,136,178,1.30882353,6,0.28333333,3.37078652,1,1.7,0.56179775,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,img_publicidad-mkt-digital_16-dic-2024_lal_ppl,USD,0.57,,,71,91,1.28169014,5,0.114,5.49450549,2,0.285,2.1978022,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,ppl_beca-despega-sise-m1_carreras___mar_28,USD,0.1,,,18,22,1.22222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,ppl_diseno-grafico_carreras___abr_4,USD,1.64,,,328,410,1.25,10,0.164,2.43902439,4,0.41,0.97560976,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,ppl_enfermeria_carreras___abr_4,USD,18.97,,,6395,7425,1.16106333,163,0.11638037,2.1952862,62,0.30596774,0.83501684,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CARRERAS_FB,sise_carreras_whatsapp_aon_meta_whatsapp_consideration_conversaciones_carreras_2025_abr_1,lal_whatsapp_whatsapp_carreras__cpc,ppl_marketing_carreras___abr_4,USD,0.09,,,10,13,1.3,1,0.09,7.69230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_aon_2025_1_conversiones_subasta_cpex,intereses_escuela-todos-cpex_cpl,img_admi-de-empresas_06-feb-2025_intereses_ppl,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_aon_2025_1_conversiones_subasta_cpex,intereses_escuela-todos-cpex_cpl,img_admi-logistica_08-feb-2025_intereses_ppl,USD,0.16,,,30,38,1.26666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_aon_2025_1_conversiones_subasta_cpex,intereses_escuela-todos-cpex_cpl,img_crece-profesionalmente_07-ene-2025_intereses_ppl,USD,1.5,1.5,1,256,327,1.27734375,10,0.15,3.05810398,3,0.5,0.91743119,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_aon_2025_1_conversiones_subasta_cpex,intereses_escuela-virtual-cpex_cpl,img_admi-logistica_14-feb-2025_intereses_ppl,USD,2.26,2.26,1,773,987,1.27684347,22,0.10272727,2.2289767,8,0.2825,0.81053698,6,0.37666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_aon_2025_1_conversiones_subasta_cpex,intereses_escuela-virtual-cpex_cpl,img_admi-redes_14-feb-2025_intereses_ppl,USD,0.02,,,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_aon_2025_1_conversiones_subasta_cpex,intereses_escuela-virtual-cpex_cpl,img_computacion_14-feb-2025_intereses_ppl,USD,2.53,0.6325,4,756,939,1.24206349,24,0.10541667,2.55591054,11,0.23,1.171459,11,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_aon_2025_1_conversiones_subasta_cpex,intereses_escuela-virtual-cpex_cpl,img_comunicacion-audiovisual_13-mar-2025_intereses_ppl,USD,10.45,5.225,2,3954,5157,1.30424886,61,0.17131148,1.18285825,22,0.475,0.42660462,13,0.80384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_aon_2025_1_conversiones_subasta_cpex,intereses_escuela-virtual-cpex_cpl,img_comunicacion-audiovisual_14-feb-2025_intereses_ppl,USD,0.62,0.20666667,3,265,296,1.11698113,7,0.08857143,2.36486486,2,0.31,0.67567568,2,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_aon_2025_1_conversiones_subasta_cpex,intereses_escuela-virtual-cpex_cpl,img_contabilidad_16-mar-2025_intereses_ppl,USD,0.51,0.51,1,131,154,1.17557252,3,0.17,1.94805195,2,0.255,1.2987013,2,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_aon_2025_1_conversiones_subasta_cpex,intereses_escuela-virtual-cpex_cpl,img_diseno-grafico_17-mar-2025_intereses_ppl,USD,0.01,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_aon_2025_1_conversiones_subasta_cpex,intereses_escuela-virtual-cpex_cpl,img_software_13-mar-2025_intereses_ppl,USD,0.92,,,323,381,1.17956656,6,0.15333333,1.57480315,1,0.92,0.26246719,1,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_tactica_2025_1_conversaciones_subasta_whastapp-bbdd,bbdd_cpex_cpc,img_admi-de-empresas_06-ene-2025_intereses_ppl,USD,0.74,,,143,197,1.37762238,2,0.37,1.01522843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_tactica_2025_1_conversaciones_subasta_whastapp-bbdd,bbdd_cpex_cpc,img_desarrollo-de-software_06-ene-2025_intereses_ppl,USD,0.64,,,108,128,1.18518519,1,0.64,0.78125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_tactica_2025_1_conversaciones_subasta_whastapp-bbdd,bbdd_cpex_cpc,img_marketing_06-ene-2025_intereses_ppl,USD,0.45,,,109,142,1.30275229,2,0.225,1.4084507,1,0.45,0.70422535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CPEX_FB,SIS-CPEX_social-media_facebook_tactica_2025_1_conversaciones_subasta_whastapp-bbdd,intereses_carrera-dos-años_cpc,img_termina-tu-carrera_09-ene-2025_intereses_ppl,USD,11.33,,,2602,3700,1.42198309,23,0.4926087,0.62162162,9,1.25888889,0.24324324,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,advantage_excel_cpl,img_excel-grati_17-dic-2024_intereses_ppl,USD,0.01,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,advantage_excel_cpl,img_excel-paquete_ppl_null,USD,2.72,1.36,2,864,932,1.0787037,16,0.17,1.7167382,5,0.544,0.53648069,5,0.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,advantage_excel_cpl,img_excel-sanvalentin-intereses_ppl_null,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_asistente-contable_cpl,img_asistente-contable-100%-virtual_ppl_null,USD,0.02,,,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_asistente-contable_cpl,img_asistente-contable-sofware-concar_ppl_null,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_asistente-contable_cpl,img_asistente-contable_07-feb-2025_intereses_ppl,USD,1.35,0.3375,4,292,346,1.18493151,22,0.06136364,6.3583815,9,0.15,2.60115607,8,0.16875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_asistente-contable_cpl,ppl_asistente-contable_cursos___mar_26,USD,0.07,,,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_asistente-gerencia_cpl,img_asistente-gerencia-alta-demanda_ppl_null,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_asistente-gerencia_cpl,img_asistente-gerencia-curso-corto_ppl_null,USD,0.83,,,138,157,1.13768116,2,0.415,1.27388535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_asistente-gerencia_cpl,img_asistente-gerencia-modalidad-virtual_ppl_null,USD,0.02,,,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_asistente-gerencia_cpl,img_asistente-gerencia_01-feb-2025_intereses_ppl,USD,0.02,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_asistente-planilla_cpa,img_asistente-planillas-corto-virtual_ppl_null,USD,2.54,2.54,1,591,695,1.17597293,15,0.16933333,2.15827338,5,0.508,0.71942446,4,0.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_asistente-planilla_cpa,img_asistente-planillas-modalidad-100-virtual_ppl_null,USD,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_asistente-planilla_cpa,ppl_asistente-planilla_cursos___mar_26,USD,0.01,,,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_cajero-financiero_cpl,img_cajero-financiero-resuelve-tu-futuro_intereses_ppl_null,USD,9.32,1.55333333,6,3696,4346,1.1758658,65,0.14338462,1.49562816,32,0.29125,0.73630925,18,0.51777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_cajero-financiero_cpl,img_cajero-financiero_29-oct-24_intereses_ppl,USD,2.03,0.67666667,3,513,598,1.16569201,12,0.16916667,2.00668896,2,1.015,0.33444816,2,1.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_excel_cpl,img_excel-grati_17-dic-2024_intereses_ppl,USD,0.08,,,16,17,1.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_excel_cpl,img_excel-paquete_ppl_null,USD,7.47,1.494,5,1995,2212,1.10877193,43,0.17372093,1.94394213,19,0.39315789,0.85895118,13,0.57461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_excel_cpl,img_excel-sanvalentin-intereses_ppl_null,USD,11.81,1.181,10,2959,3372,1.13957418,70,0.16871429,2.07591934,24,0.49208333,0.71174377,19,0.62157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_excel_cpl,img_excel_01-feb-2025_intereses_ppl,USD,0.07,,,19,21,1.10526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_logistica_cpa,img_asistente-logistica-alta-demanda_ppl_null,USD,1.46,0.73,2,544,658,1.20955882,14,0.10428571,2.12765957,4,0.365,0.60790274,3,0.48666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_logistica_cpa,img_asistente-logistica-modalidad-virtual_ppl_null,USD,0.01,,,2,3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_logistica_cpa,ppl_logistica_cursos___mar_26,USD,0.03,,,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_office_cpl,img_office-productividad_ppl_null,USD,0.01,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_office_cpl,img_office_12-nov-2024_intereses_ppl,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,intereses_power-bi_cpl,img_power-bi-15julio_ppl_null,USD,8.07,4.035,2,1138,1360,1.19507909,31,0.26032258,2.27941176,17,0.47470588,1.25,14,0.57642857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,lal_impchina_cpl,img_impchina_01-feb-2025_lal_ppl,USD,5.46,1.365,4,1046,1296,1.23900574,27,0.20222222,2.08333333,16,0.34125,1.2345679,11,0.49636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,lal_impchina_cpl,img_impchina_12-nov-2024_lal_ppl,USD,1.29,1.29,1,272,326,1.19852941,2,0.645,0.61349693,1,1.29,0.30674847,1,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,lal_impchina_cpl,img_importacion-china-m3-13set_ppl_null,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-1,lal_office_cpl,img_office_12-nov-2024_lal_ppl,USD,0.05,,,14,14,1,1,0.05,7.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,abierto_creacion-contenido_cpl,img_creacion-contenido_07-mar-2025_abierto_ppl,USD,0.96,0.48,2,483,488,1.01035197,7,0.13714286,1.43442623,1,0.96,0.20491803,1,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,abierto_creacion-contenido_cpl,img_creacion-contenido_14-feb-2025_abierto_ppl,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,abierto_diseno-espacio-residenciales_facebook_cursos__cpl,ppl_diseno-espacio-residenciales_cursos___abr_4,USD,0.46,,,100,125,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,abierto_edicion_cpa,img_edicion-de-video_07-mar-2025_abierto_ppl,USD,9.46,0.946,10,3841,4563,1.18797188,88,0.1075,1.92855577,40,0.2365,0.87661626,32,0.295625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,abierto_edicion_cpa,img_edicion-post-video-modalidad-virtual_ppl_null,USD,0.18,,,61,66,1.08196721,2,0.09,3.03030303,1,0.18,1.51515152,1,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,abierto_marketing_cpa,img_marketing-digital-curso-corto_ppl_null,USD,0.54,,,57,65,1.14035088,2,0.27,3.07692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
