Día,"Nombre de la cuenta","Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Divisa,"Importe gastado (USD)","Costo por registro completado","Registros completados en el sitio web",Alcance,Impresiones,Frecuencia,"Clics (todos)","CPC (todos)","CTR (todos)","Clics en el enlace","CPC (costo por clic en el enlace)","CTR (porcentaje de clics en el enlace)","Visitas a la página de destino","Costo por visita a la página de destino","Conversaciones con mensajes iniciadas","CP - Comunicación audiovisual","CP - Computación e informática","CP - Marketing","CP - Publicidad y marketing","CP - Administración de hoteles","CP - Diseño de modas","CP - Negocios Internacionales","CP - Secretariado ejecutivo","CP - Desarrollo de software","CP - Landing general","CP - Periodismo audiovisual","CP - Contabilidad","CP - Administración bancaria y financiera","CP - Fisioterapia y rehabilitación","CP - Gastronomía","CP - Ciberseguridad","CP - Administración de empresas","CP - Enfermería","CP - Redes y seguridad informática","CP - Diseño de interiores","CP - Administración logística","CP - Diseño gráfico","CP - Software","CP - Tëcnica en farmacia","CP - Cpex","Clientes potenciales de Meta","CP - Cursos","CP - Cluster gestión","Inicio del informe","Fin del informe"
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_fisioterapia-m3_carreras___abr_1,USD,2.85,,,5623,7432,1.32171439,112,0.02544643,1.50699677,79,0.03607595,1.06297094,62,0.04596774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_gastronomia-inicio-mayo_carreras___abr_10,USD,2.12,,,4382,6584,1.50251027,82,0.02585366,1.2454435,55,0.03854545,0.83535844,34,0.06235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_gastronomia_carreras___abr_14,USD,0.06,,,342,356,1.04093567,9,0.00666667,2.52808989,4,0.015,1.12359551,2,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,ppl_marketing_carreras___abr_14,USD,0.02,,,55,62,1.12727273,3,0.00666667,4.83870968,3,0.00666667,4.83870968,2,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_generico_facebook_carreras__cpm,pplv_computacion_carreras___abr_14,USD,26.36,,,24129,25378,1.05176344,1014,0.02599606,3.99558673,845,0.03119527,3.32965561,490,0.05379592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-inicio-mayo_carreras___abr_10,USD,25.46,5.092,5,13973,15025,1.07528806,66,0.38575758,0.43926789,32,0.795625,0.21297837,10,2.546,,,,,,,,,,,1,,,1,,,,3,,,,,,,,,,,3,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-inicio-mayo_carreras___abr_10,USD,40.94,13.64666667,3,15547,18400,1.18350807,100,0.4094,0.54347826,46,0.89,0.25,25,1.6376,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-inicio-mayo_carreras___abr_10,USD,5.26,5.26,1,5163,5517,1.06856479,23,0.22869565,0.41689324,10,0.526,0.18125793,1,5.26,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-inicio-mayo_carreras___abr_10,USD,10.43,5.215,2,4291,4571,1.06525285,28,0.3725,0.61255743,14,0.745,0.30627871,9,1.15888889,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-inicio-mayo_carreras___abr_10,USD,0.86,,,215,228,1.06046512,3,0.28666667,1.31578947,1,0.86,0.43859649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-empresas-m2_carreras___abr_1,USD,24.77,24.77,1,8536,9471,1.10953608,52,0.47634615,0.54904445,20,1.2385,0.21117094,11,2.25181818,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-inicio-mayo_carreras___abr_10,USD,3.3,,,481,536,1.11434511,6,0.55,1.11940299,1,3.3,0.18656716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-logistica-m2_carreras___abr_1,USD,13.74,13.74,1,4235,5030,1.18772137,49,0.28040816,0.97415507,15,0.916,0.29821074,10,1.374,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-inicio-mayo_carreras___abr_10,USD,0.09,0.09,1,78,80,1.02564103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-intern-m1_carreras___abr_1,USD,0.64,,,110,126,1.14545455,2,0.32,1.58730159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_admi-negocios-intern-m2_carreras___abr_1,USD,0.66,,,147,154,1.04761905,1,0.66,0.64935065,1,0.66,0.64935065,1,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_gestion-y-negocios_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_gestion-y-negocios_facebook_carreras__cpl,ppl_marketing-inicio-mayo_carreras___abr_10,USD,1.6,,,295,334,1.13220339,3,0.53333333,0.89820359,2,0.8,0.5988024,2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-inicio-mayo_carreras-2___abr_10,USD,12.09,6.045,2,5595,6400,1.14387846,41,0.29487805,0.640625,28,0.43178571,0.4375,17,0.71117647,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-inicio-mayo_carreras___abr_10,USD,67.28,3.73777778,18,41761,49709,1.19032111,282,0.23858156,0.5673017,136,0.49470588,0.27359231,68,0.98941176,2,,,,,,,,,,8,,,,,9,,,,,,,1,,,,,1,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m1_carreras___abr_1,USD,20.74,3.45666667,6,13071,14868,1.13747992,65,0.31907692,0.43718052,36,0.57611111,0.24213075,17,1.22,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,1,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m2_carreras___abr_1,USD,32.83,4.69,7,17217,19289,1.12034617,116,0.28301724,0.60137902,57,0.57596491,0.29550521,35,0.938,1,1,1,,,,,,,,1,,,,,4,,,,,,,,1,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m1_carreras___abr_1,USD,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_hoteleria-y-arte-culinario_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_hoteleria-y-arte-culinario_facebook_carreras__cpl,ppl_gastronomia-m3_carreras___abr_1,USD,0.06,,,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-cientifica_carreras___abr_10,USD,1.57,,,1033,1033,1,4,0.3925,0.38722168,3,0.52333333,0.29041626,2,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-inicio-mayo_carreras___abr_10,USD,9.5,,,2389,2622,1.09753035,33,0.28787879,1.25858124,11,0.86363636,0.41952708,4,2.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-m3_carreras___abr_1,USD,7.52,7.52,1,3064,3266,1.06592689,13,0.57846154,0.39804042,2,3.76,0.06123699,4,1.88,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_enfermeria-simulacion_carreras___abr_10,USD,7.65,7.65,1,3954,4401,1.11305008,14,0.54642857,0.31810952,9,0.85,0.20449898,3,2.55,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_farmacia-inicio-mayo_carreras___abr_10,USD,10.16,5.08,2,3630,3979,1.09614325,32,0.3175,0.80422217,13,0.78153846,0.32671526,7,1.45142857,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_farmacia-m1_carreras___abr_1,USD,3.35,,,1514,1675,1.10634082,13,0.25769231,0.7761194,3,1.11666667,0.17910448,2,1.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_salud_facebook_carreras__cpl,ppl_fisioterapia-m3_carreras___abr_1,USD,5.45,2.725,2,3365,3542,1.0526003,18,0.30277778,0.50818746,8,0.68125,0.2258611,5,1.09,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,lal_salud_facebook_carreras__cpl,ppl_enfermeria-cientifica_carreras___abr_10,USD,1.52,,,409,442,1.0806846,6,0.25333333,1.35746606,1,1.52,0.22624434,1,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,lal_salud_facebook_carreras__cpl,ppl_enfermeria-inicio-mayo_carreras___abr_10,USD,80.52,5.75142857,14,22672,27581,1.21652258,302,0.26662252,1.09495667,121,0.66545455,0.43870781,67,1.20179104,,,,,,,,,,,2,,,,,,,,12,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,lal_salud_facebook_carreras__cpl,ppl_enfermeria-simulacion_carreras___abr_10,USD,2.49,,,1416,1541,1.08827684,7,0.35571429,0.45425049,4,0.6225,0.25957171,1,2.49,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,lal_salud_facebook_carreras__cpl,ppl_farmacia-inicio-mayo_carreras___abr_10,USD,26.64,5.328,5,9624,10720,1.11388196,102,0.26117647,0.95149254,38,0.70105263,0.35447761,17,1.56705882,,,,,,,,,,,2,,,,,,,,1,,,,,,2,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,lal_salud_facebook_carreras__cpl,ppl_farmacia-m1_carreras___abr_1,USD,5.64,,,1840,2029,1.10271739,18,0.31333333,0.88713652,10,0.564,0.49285362,4,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,lal_salud_facebook_carreras__cpl,ppl_fisioterapia-inicio-mayo_carreras___abr_10,USD,35.12,11.70666667,3,10548,12469,1.18211983,150,0.23413333,1.2029834,53,0.66264151,0.42505413,29,1.21103448,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,lal_salud_facebook_carreras__cpl,ppl_fisioterapia-m1_carreras___abr_1,USD,28.53,7.1325,4,10234,11663,1.1396326,90,0.317,0.7716711,36,0.7925,0.30866844,19,1.50157895,,,,,,,,,,,2,,,,1,1,,,,,,,,,,,,1,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_salud_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,lal_salud_facebook_carreras__cpl,ppl_fisioterapia-m3_carreras___abr_1,USD,5.75,5.75,1,2113,2278,1.07808803,19,0.30263158,0.83406497,8,0.71875,0.35118525,5,1.15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,abierto_sede-cantuarias_cpc,img_diseno-grafico_26-ene-2025_abierto_ppl,USD,0.24,,,341,686,2.01173021,3,0.08,0.43731778,3,0.08,0.43731778,1,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,abierto_sede-cantuarias_cpc,img_gastronomia-cantuarias_12-mar-2025_intereses_ppl,USD,0.83,,,1131,3004,2.65605659,21,0.03952381,0.69906791,20,0.0415,0.66577896,10,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,abierto_sede-cantuarias_cpc,img_gastronomia_26-ene-2025_abierto_ppl,USD,0.48,,,813,1293,1.5904059,6,0.08,0.46403712,6,0.08,0.46403712,2,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,abierto_sede-cantuarias_cpc,img_marketing-digital_26-ene-2025_abierto_ppl,USD,0.13,,,150,334,2.22666667,2,0.065,0.5988024,2,0.065,0.5988024,1,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,abierto_sede-cantuarias_cpc,img_marketing_26-ene-2025_abierto_ppl,USD,0.54,,,693,1940,2.7994228,11,0.04909091,0.56701031,10,0.054,0.51546392,5,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,abierto_sede-cantuarias_cpc,img_sede-canturias-modas-2_26-ene-2025_abierto_ppl,USD,0.25,,,350,641,1.83142857,2,0.125,0.31201248,2,0.125,0.31201248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,abierto_sede-cantuarias_cpc,img_sede-canturias-modas-3_26-ene-2025_abierto_ppl,USD,1.36,,,987,2589,2.6231003,31,0.04387097,1.1973735,32,0.0425,1.23599846,13,0.10461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,abierto_sede-cantuarias_cpc,img_sede-canturias-modas-4_26-ene-2025_abierto_ppl,USD,5.62,,,3607,10919,3.02716939,115,0.04886957,1.05321,119,0.04722689,1.08984339,57,0.09859649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,abierto_sede-cantuarias_cpc,img_sede-canturias-modas_26-ene-2025_abierto_ppl,USD,0.64,,,521,1224,2.34932821,10,0.064,0.81699346,9,0.07111111,0.73529412,6,0.10666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,abierto_sede-cantuarias_cpc,vid_nueva-sede-cantuarias-refresh_26-ene-2025_abierto_pplv,USD,1.58,,,1093,1525,1.39524245,38,0.04157895,2.49180328,32,0.049375,2.09836066,12,0.13166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_sede-sjm_cpc,img_sede-sjm_26-ene-2025_intereses_ppl,USD,9.87,,,7664,27145,3.54188413,202,0.04886139,0.74415178,197,0.05010152,0.72573218,104,0.09490385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_sede-sjm_cpc,img_sjm-infraestructura-top-09julio_ppl_null,USD,7.67,,,4324,6923,1.60106383,145,0.05289655,2.09446772,136,0.05639706,1.96446627,90,0.08522222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_sedes_aon_meta_facebook_consideration_trafico_carreras_2025_abr_14,intereses_sede-sjm_cpc,vid_gastronomia-sjm-11-oct-24_intereses_pplv,USD,7.71,,,2707,4926,1.81972663,185,0.04167568,3.75558262,183,0.04213115,3.71498173,86,0.08965116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_tecnologias-de-la-informacion_facebook_carreras__cpl,ppl_ciberseguridad-m2_carreras___abr_1,USD,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_tecnologias-de-la-informacion_facebook_carreras__cpl,ppl_computacion-informatica-m2_carreras___abr_1,USD,71.26,5.48153846,13,36941,44434,1.20283696,252,0.28277778,0.56713328,107,0.66598131,0.24080659,38,1.87526316,2,,4,,,,,,,,9,,,,,,,,,,1,,,4,,,,4,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_tecnologias-de-la-informacion_facebook_carreras__cpl,ppl_computacion-inicio-mayo_carreras___abr_10,USD,28.84,5.768,5,23895,27995,1.17158401,160,0.18025,0.57153063,81,0.35604938,0.28933738,28,1.03,,,1,,,,1,,,,1,,,,,,,,,,,1,1,1,,,,,1,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_tecnologias-de-la-informacion_facebook_carreras__cpl,ppl_redes-y-seguridad-inicio-mayo_carreras___abr_10,USD,1.03,,,747,810,1.08433735,6,0.17166667,0.74074074,1,1.03,0.12345679,1,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_tecnologias-de-la-informacion_facebook_carreras__cpl,ppl_redes-y-seguridad-m2_carreras___abr_1,USD,8.51,2.83666667,3,3140,3718,1.18407643,33,0.25787879,0.88757396,10,0.851,0.26896181,7,1.21571429,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_tecnologias-de-la-informacion_facebook_carreras__cpl,ppv_ciberseguridad_carreras___abr_2,USD,40.19,5.74142857,7,22601,26941,1.1920269,245,0.16404082,0.9093946,131,0.30679389,0.48624773,64,0.62796875,,,,,,,,,,,1,,,,1,,4,,,,,,1,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_tecnologias-de-la-informacion_facebook_carreras__cpl,ppl_ciberseguridad-inicio-mayo_carreras___abr_10,USD,0.03,,,24,28,1.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_tecnologias-de-la-informacion_facebook_carreras__cpl,ppl_ciberseguridad-m3_carreras___abr_1,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_tecnologias-de-la-informacion_facebook_carreras__cpl,ppl_computacion-informatica-m2_carreras___abr_1,USD,0.02,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_tecnologias-de-la-informacion_facebook_carreras__cpl,ppl_computacion-inicio-mayo_carreras___abr_10,USD,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_tecnologias-de-la-informacion_facebook_carreras__cpl,ppl_redes-y-seguridad-inicio-mayo_carreras___abr_10,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_tecnologias-de-la-informacion_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_tecnologias-de-la-informacion_facebook_carreras__cpl,ppl_redes-y-seguridad-m2_carreras___abr_1,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-15,SISE_CARRERAS_FB,sise_carreras_virtuales_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_9,abierto_virtualidad_cpl,ppl_computacion_carreras___abr_9,USD,0.06,,,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
