Campaign name,Ad group name,Ad name,Optimization goal,By Day,Account name,Cost,Impressions,Clicks (destination),Reach,Conversions,Currency
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-07,PE_SMB_IMS_SISE,10.89,15842,37,14729,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-01,PE_SMB_IMS_SISE,10.86,20962,32,19234,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-14,PE_SMB_IMS_SISE,10.81,56647,83,56210,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-15,PE_SMB_IMS_SISE,10.78,53741,75,52881,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-08,PE_SMB_IMS_SISE,10.75,15460,32,14717,2,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_gastronomia-m1_carreras___abr_9,Conversion,2025-04-15,PE_SMB_IMS_SISE,10.68,38455,207,34711,110,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,spark-ads_modas_carreras___mar_27,Impression,2025-04-01,PE_SMB_IMS_SISE,10.49,48083,77,48047,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-07,PE_SMB_IMS_SISE,10.22,16616,25,16253,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-12,PE_SMB_IMS_SISE,10.04,51839,60,51505,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-05,PE_SMB_IMS_SISE,9.85,15503,34,14690,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-10,PE_SMB_IMS_SISE,9.81,16323,27,15033,1,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_diseno-grafico-m1_carreras___abr_9,Conversion,2025-04-14,PE_SMB_IMS_SISE,9.81,40352,174,37146,103,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-13,PE_SMB_IMS_SISE,9.70,51951,79,51784,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-08,PE_SMB_IMS_SISE,9.61,48070,61,47778,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-12,PE_SMB_IMS_SISE,9.55,53142,62,53126,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-02,PE_SMB_IMS_SISE,9.50,27801,47,26166,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-11,PE_SMB_IMS_SISE,9.48,52776,56,52433,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-admi-empresas_05-mar-2025_intereses_spark-ads,Impression,2025-04-13,PE_SMB_IMS_SISE,9.40,48325,66,47940,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-15,PE_SMB_IMS_SISE,9.38,11274,25,10434,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-admi-empresas_05-mar-2025_intereses_spark-ads,Impression,2025-04-12,PE_SMB_IMS_SISE,9.26,49169,68,49203,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-10,PE_SMB_IMS_SISE,9.19,16169,24,14915,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-admi-empresas_05-mar-2025_intereses_spark-ads,Impression,2025-04-15,PE_SMB_IMS_SISE,9.17,45105,60,44417,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-07,PE_SMB_IMS_SISE,9.12,48383,63,47407,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-11,PE_SMB_IMS_SISE,9.07,16873,33,15980,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-admi-empresas_05-mar-2025_intereses_spark-ads,Impression,2025-04-14,PE_SMB_IMS_SISE,9.00,44838,64,44352,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-03,PE_SMB_IMS_SISE,8.91,24324,39,23897,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-04,PE_SMB_IMS_SISE,8.87,9337,21,8292,2,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_gastronomia-m1_carreras___abr_9,Conversion,2025-04-14,PE_SMB_IMS_SISE,8.73,27500,176,24564,89,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-admi-empresas_05-mar-2025_intereses_spark-ads,Impression,2025-04-11,PE_SMB_IMS_SISE,8.69,45590,48,45431,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-10,PE_SMB_IMS_SISE,8.57,16238,26,15479,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,img_convenio-cientifica-2_05-mar-2025_intereses_spark-ads,Impression,2025-04-03,PE_SMB_IMS_SISE,8.48,59926,0,59750,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-06,PE_SMB_IMS_SISE,8.47,13895,28,12602,3,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,img_convenio-cientifica_04-mar-2025_intereses_spark-ads,Impression,2025-04-03,PE_SMB_IMS_SISE,8.47,61909,72,61897,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-08,PE_SMB_IMS_SISE,8.45,32598,47,31314,1,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_diseno-grafico-m1_carreras___abr_9,Conversion,2025-04-15,PE_SMB_IMS_SISE,8.37,31850,105,29596,71,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,img_testimonio-admi_04-mar-2025_intereses_spark-ads,Impression,2025-04-03,PE_SMB_IMS_SISE,8.30,58481,71,58643,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-02,PE_SMB_IMS_SISE,8.30,17822,22,16577,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-04,PE_SMB_IMS_SISE,8.22,7678,19,7212,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-10,PE_SMB_IMS_SISE,8.18,20244,22,19550,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-03,PE_SMB_IMS_SISE,8.10,13288,20,12204,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-13,PE_SMB_IMS_SISE,8.03,40567,47,40486,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-11,PE_SMB_IMS_SISE,8.02,43731,52,43616,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,img_convenio-cientifica-2_05-mar-2025_intereses_spark-ads,Impression,2025-04-15,PE_SMB_IMS_SISE,7.98,39858,0,39675,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_gastronomia-m1_carreras___abr_9,Conversion,2025-04-13,PE_SMB_IMS_SISE,7.98,26496,149,23485,75,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-admi-empresas_05-mar-2025_intereses_spark-ads,Impression,2025-04-10,PE_SMB_IMS_SISE,7.75,41584,53,41362,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-10,PE_SMB_IMS_SISE,7.67,39712,55,39309,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-15,PE_SMB_IMS_SISE,7.59,17088,34,16116,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-03,PE_SMB_IMS_SISE,7.58,12615,24,11818,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-03,PE_SMB_IMS_SISE,7.36,15463,25,14692,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-13,PE_SMB_IMS_SISE,7.35,10825,24,10106,1,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_diseno-grafico-m1_carreras___abr_9,Conversion,2025-04-13,PE_SMB_IMS_SISE,7.35,29165,139,27285,89,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-05,PE_SMB_IMS_SISE,7.33,10793,24,9692,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-01,PE_SMB_IMS_SISE,7.27,20338,45,18717,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-14,PE_SMB_IMS_SISE,7.24,33909,57,33555,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-05,PE_SMB_IMS_SISE,7.21,19947,33,18939,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-12,PE_SMB_IMS_SISE,7.15,14430,30,13846,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-02,PE_SMB_IMS_SISE,7.06,16458,36,15540,3,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-12,PE_SMB_IMS_SISE,6.78,9730,19,9125,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-09,PE_SMB_IMS_SISE,6.77,34785,39,34788,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_admi-empresas-m2_carreras___abr_9,Conversion,2025-04-13,PE_SMB_IMS_SISE,6.73,19006,131,15125,58,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-15,PE_SMB_IMS_SISE,6.72,19206,35,18581,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-09,PE_SMB_IMS_SISE,6.71,20953,44,20434,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-02,PE_SMB_IMS_SISE,6.65,14568,27,13372,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-05,PE_SMB_IMS_SISE,6.48,20933,45,20079,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_diseno-grafico-m1_carreras___abr_9,Conversion,2025-04-12,PE_SMB_IMS_SISE,6.38,24501,105,22880,57,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-06,PE_SMB_IMS_SISE,6.37,7615,20,6881,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,img_testimonio-gastro_04-mar-2025_intereses_spark-ads,Impression,2025-04-03,PE_SMB_IMS_SISE,6.36,44832,48,44853,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_admi-empresas-m2_carreras___abr_9,Conversion,2025-04-12,PE_SMB_IMS_SISE,6.33,18338,157,14897,57,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_diseno-grafico-m1_carreras___abr_9,Conversion,2025-04-11,PE_SMB_IMS_SISE,6.29,23883,100,22657,68,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-10,PE_SMB_IMS_SISE,6.08,30634,30,30344,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-01,PE_SMB_IMS_SISE,6.05,10829,30,10373,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-08,PE_SMB_IMS_SISE,5.97,5037,16,4627,4,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-04,PE_SMB_IMS_SISE,5.95,8295,16,7647,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_sise-sedes_20-mar-2025_intereses_spark-ads,Impression,2025-04-01,PE_SMB_IMS_SISE,5.92,28099,48,27951,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-04,PE_SMB_IMS_SISE,5.92,4253,6,3925,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-12,PE_SMB_IMS_SISE,5.82,8816,15,7934,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-07,PE_SMB_IMS_SISE,5.80,27033,50,26640,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-admi-empresas_05-mar-2025_intereses_spark-ads,Impression,2025-04-07,PE_SMB_IMS_SISE,5.76,26293,48,25958,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-15,PE_SMB_IMS_SISE,5.61,11718,20,10743,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-15,PE_SMB_IMS_SISE,5.58,7163,10,6951,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-admi-empresas_05-mar-2025_intereses_spark-ads,Impression,2025-04-09,PE_SMB_IMS_SISE,5.48,25497,38,25566,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-06,PE_SMB_IMS_SISE,5.46,6836,24,6488,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-09,PE_SMB_IMS_SISE,5.38,25627,39,25559,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_admi-empresas-m2_carreras___abr_9,Conversion,2025-04-14,PE_SMB_IMS_SISE,5.38,16524,125,13984,51,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-02,PE_SMB_IMS_SISE,5.28,10741,28,10588,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-11,PE_SMB_IMS_SISE,5.25,9192,19,8486,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-admi-empresas_05-mar-2025_intereses_spark-ads,Impression,2025-04-08,PE_SMB_IMS_SISE,5.18,22715,26,22134,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,spark-ads_testimonio-contabilidad_carreras___mar_27,Impression,2025-04-01,PE_SMB_IMS_SISE,5.17,24055,31,24157,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_gastronomia-m1_carreras___abr_9,Conversion,2025-04-12,PE_SMB_IMS_SISE,5.15,12383,122,10208,78,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,spark-ads_modas-cantuarias_carreras___mar_27,Impression,2025-04-01,PE_SMB_IMS_SISE,5.08,24686,33,24566,0,USD
sise_carreras_top-carreras_aon_tiktok_social_consideracion_trafico_carreras_2025_abr_9,intereses_modalidad-semi_social_carreras__cpc,spark-ads_gastronomia-m2_carreras___abr_9,Conversion,2025-04-14,PE_SMB_IMS_SISE,4.96,15986,91,14905,51,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-15,PE_SMB_IMS_SISE,4.95,10816,14,10293,1,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-05,PE_SMB_IMS_SISE,4.94,24185,35,24173,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-03,PE_SMB_IMS_SISE,4.94,8039,11,7355,2,USD
SIS-Pre_social-media_tiktok_aon_2025_1_conversiones_subasta_general-smart,smart_todas-las-carreras_cpl,_001,Conversion,2025-04-11,PE_SMB_IMS_SISE,4.92,8336,22,7950,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-gastronomia_05-mar-2025_intereses_spark-ads,Impression,2025-04-06,PE_SMB_IMS_SISE,4.88,25366,37,25391,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-15,PE_SMB_IMS_SISE,4.88,22907,32,22747,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-08,PE_SMB_IMS_SISE,4.86,22017,40,21865,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,spark-ads_sise-virtual-nacho_carreras___abr_9,Impression,2025-04-09,PE_SMB_IMS_SISE,4.80,24296,0,24066,0,USD
SIS-Pre_social-media_tiktok_aon_2025_1_alcance_subasta_branding,intereses_branding_cpm,vid_nacho-el-encuentro-con-el-cv_05-mar-2025_intereses_spark-ads,Impression,2025-04-06,PE_SMB_IMS_SISE,4.78,23979,32,23771,0,USD
